Ranking,Name,Token,Price,One_Hour_Percentage,TwentyFour_Hour_Percentage,Seven_Days_Percentage,Market_Cap,Volume_24h,Circulating_Supply,Total_Supply,Max_Supply,Class,Halving_1_RankIndex,Halving_1_Plus250_RankIndex,Halving_2_RankIndex,Halving_2_Plus250_RankIndex,Halving_3_RankIndex,Halving_3_Plus250_RankIndex,Halving_4_RankIndex,Capture_Date,halving_survive
1459,Carnomaly,CARR,$0.001831,2.06%,9.66%,47.22%,"$2,883,149","$72,709
39,718,985 CARR","1,575,000,000 CARR",1750000000.0,1750000000.0,2,,,,,,,3808.0,2024-09-23,0
1568,Horizon Protocol,HZN,$0.01673,1.03%,0.13%,16.27%,"$2,018,954","$146,701
8,754,850 HZN","120,707,110 HZN",236557873.0,,2,,,,,,,1315.0,2024-09-23,0
1758,3DPass,P3D,$0.003202,0.45%,9.45%,6.35%,"$1,043,064","$29,303
9,177,757 P3D","325,726,084 P3D",655670098.0,1000000000.0,2,,,,,,,1356.0,2024-09-23,0
1818,Alvara Protocol,ALVA,$0.06106,0.58%,1.59%,8.90%,"$829,787","$340,715
5,588,773 ALVA","13,588,879 ALVA",200000000.0,200000000.0,2,,,,,,,1618.0,2024-09-23,0
2150,Acquire.Fi,ACQ,$0.00711,0.12%,2.80%,5.90%,"$249,133","$129,482
18,199,995 ACQ","35,041,183 ACQ",300000000.0,300000000.0,2,,,,,,,1744.0,2024-09-23,0
2169,LABS Group,LABS,$0.0001048,0.17%,3.45%,3.19%,"$232,397","$79,658
760,316,128 LABS","2,216,879,594 LABS",10000000000.0,10000000000.0,2,,,,,,,1596.0,2024-09-23,0
2425,Ekta,EKTA,$0.001681,0.01%,9.69%,6.84%,"$58,454","$3,098
1,842,884 EKTA","34,769,778 EKTA",220500000.0,420000000.0,2,,,,,,,2159.0,2024-09-23,0
2991,IX Swap,IXS,$0.5976,0.58%,13.01%,7.16%,"$107,813,619","$606,577
1,012,709 IXS","180,000,000 IXS",180000000.0,180000000.0,2,,,,,,,2570.0,2024-09-23,0
3164,Defactor,FACTR,$0.04436,0.28%,4.32%,3.35%,"$13,312,244","$310,401
6,995,089 FACTR","300,000,000 FACTR",300000000.0,300000000.0,2,,,,,,,2806.0,2024-09-23,0
3494,IPMB Token,IPMB,$64.70,0.01%,1.71%,3.58%,"$228,739,651","$139,433
2,155 IPMB","3,535,351 IPMB",200000000.0,200000000.0,2,,,,,,,,2024-09-23,0
3563,CANTO,CANTO,$0.01923,0.64%,3.56%,12.99%,"$8,148,294","$125,439
6,518,613 CANTO","423,437,418 CANTO",1000000000.0,,2,,,,,,,2877.0,2024-09-23,0
3609,VaporFund,VPR,$0.002365,0.05%,6.11%,8.52%,"$189,582","$115,244
48,725,087 VPR","80,155,556 VPR",1000000000.0,1000000000.0,2,,,,,,,2752.0,2024-09-23,0
3703,Decentralized ETF,DETF,$0.03198,0.04%,2.23%,3.68%,"$2,241,132","$96,767
3,022,443 DETF","70,000,000 DETF",100000000.0,100000000.0,2,,,,,,,2941.0,2024-09-23,0
3784,HOME3,HTS,$0.02906,2.49%,9.09%,202.85%,"$2,164,683","$81,423
2,802,262 HTS","74,500,000 HTS",100000000.0,100000000.0,2,,,,,,,,2024-09-23,0
3871,AssetMantle,MNTL,$0.0008829,0.46%,3.25%,1.88%,"$1,465,800","$66,750
75,596,899 MNTL","1,660,075,706 MNTL",364211983.99,6000000000.0,2,,,,,,,3480.0,2024-09-23,0
4075,LEOX,LEOX,$0.1856,0.51%,1.41%,0.18%,"$2,991,086","$43,858
235,238 LEOX","16,043,095 LEOX",50673440.0,150000000.0,2,,,,,,,3485.0,2024-09-23,0
4604,STIMA,STIMA,$1.02,1.05%,0.21%,1.36%,"$32,199,490","$12,433
12,232 STIMA","31,678,640 STIMA",31842440.0,,2,,,,,,,4998.0,2024-09-23,0
4655,Angle,ANGLE,$0.02242,1.74%,2.67%,17.96%,"$298,645","$11,053
489,942 ANGLE","13,237,881 ANGLE",1000000000.0,1000000000.0,2,,,,,,,3701.0,2024-09-23,0
4748,TMN Global,TMNG,$0.0125,0.01%,8.79%,21.34%,"$3,124,626","$8,852
708,283 TMNG","250,000,000 TMNG",500000000.0,500000000.0,2,,,,,,,4259.0,2024-09-23,0
4951,Domani Protocol,DEXTF,$0.185,0.01%,4.04%,7.10%,"$16,382,913","$5,988
32,377 DEXTF","88,576,908 DEXTF",0.0,100000000.0,2,,,,,,,4171.0,2024-09-23,0
4952,Tiamonds,TIA,$0.004904,1.00%,25.01%,9.55%,"$964,874","$5,982
1,219,758 TIA","196,745,437 TIA",1010000000.0,1010000000.0,2,,,,,,,5482.0,2024-09-23,0
5168,Crafting Finance,CRF,$0.0007511,0.07%,0.08%,0.75%,"$46,598","$3,894
5,180,702 CRF","62,000,000 CRF",2000000000.0,2000000000.0,2,,,,,,,3249.0,2024-09-23,0
5382,Comdex,CMDX,$0.004611,7.28%,23.80%,11.96%,"$872,919","$2,406
513,258 CMDX","186,189,910 CMDX",159969566.391196,200000000.0,2,,,,,,,5547.0,2024-09-23,0
5391,OSEAN,OSEAN,$0.0009536,0.00%,8.29%,22.47%,"$953,597","$2,393
2,509,717 OSEAN","1,000,000,000 OSEAN",1000000000.0,1000000000.0,2,,,,,,,4630.0,2024-09-23,0
5551,NAOS Finance,NAOS,$0.009372,0.58%,1.09%,15.79%,"$789,195","$1,733
184,923 NAOS","84,208,922 NAOS",219175112.0,300000000.0,2,,,,,,,3873.0,2024-09-23,0
6088,Lucidao,LCD,$0.005368,0.00%,1.34%,5.08%,"$1,417,148","$526
97,992 LCD","264,000,000 LCD",880000000.0,880000000.0,2,,,,,,,5540.0,2024-09-23,0
6850,Grand Base,GB,$0.001608,0.92%,1.39%,21.07%,"$16,812","$99
61,793 GB","10,454,285 GB",17500000.0,50000000.0,2,,,,,,,4185.0,2024-09-23,0
7049,Barter,BRTR,$0.00164,0.02%,0.45%,10.71%,"$28,696","$59
36,029 BRTR","17,500,000 BRTR",32500000.0,100000000.0,2,,,,,,3857.0,5766.0,2024-09-23,1
7100,Evrmore,EVR,$0.0005654,0.08%,18.88%,18.99%,"$4,591,543","$50
87,742 EVR","8,120,921,920 EVR",8123694364.0,15369186206.0,2,,,,,,,,2024-09-23,0
7129,Curio Gas Token,CGT,$0.01241,0.00%,1.33%,2.81%,"$1,241,258","$47
3,750 CGT","100,000,000 CGT",100000000.0,100000000.0,2,,,,,,,,2024-09-23,0
8,Dogecoin,DOGE,$0.108,0.62%,0.97%,8.80%,"$15,778,959,530","$646,029,309
6,002,911,714 DOGE","146,083,426,384 DOGE",146097086383.70526,,3,,,10.0,20.0,35.0,33.0,8.0,2024-09-23,1
13,Shiba Inu,SHIB,$0.00001438,0.71%,1.34%,9.55%,"$8,472,529,234","$176,083,073
12,259,452,934,225 SHIB","589,269,481,707,590 SHIB",589518408303334.9,,3,,,,,,,11.0,2024-09-23,0
28,Pepe,PEPE,$0.057986,0.69%,1.63%,11.30%,"$3,359,624,955","$516,640,298
64,693,338,733,889 PEPE","420,689,899,999,995 PEPE",420689899999994.8,420690000000000.0,3,,,,,,,46.0,2024-09-23,0
49,dogwifhat,WIF,$1.73,1.35%,0.45%,15.18%,"$1,731,069,803","$332,108,810
192,406,267 WIF","998,845,459 WIF",998845458.612017,,3,,,,,,,40.0,2024-09-23,0
59,Bonk,BONK,$0.00001736,0.29%,0.69%,8.11%,"$1,226,055,489","$86,998,845
5,021,963,789,520 BONK","70,638,787,873,068 BONK",92875269911797.5,,3,,,,,,3247.0,69.0,2024-09-23,1
74,Popcat (SOL),POPCAT,$0.9105,0.35%,0.26%,33.90%,"$892,314,064","$124,704,526
137,207,734 POPCAT","979,973,185 POPCAT",979973220.96,,3,,,,,,,237.0,2024-09-23,0
78,Brett (Based),BRETT,$0.07906,0.43%,1.48%,7.90%,"$783,465,280","$20,884,551
263,684,662 BRETT","9,910,236,395 BRETT",9910236395.0,10000000000.0,3,,,,,,,,2024-09-23,0
124,cat in a dogs world,MEW,$0.005332,1.13%,11.35%,29.63%,"$473,991,435","$103,862,644
19,623,000,415 MEW","88,888,888,888 MEW",88888888888.0,88888888888.0,3,,,,,,,139.0,2024-09-23,0
125,BOOK OF MEME,BOME,$0.00663,0.74%,1.11%,12.22%,"$457,192,737","$107,486,564
16,281,295,069 BOME","68,961,762,521 BOME",68961762517.63606,,3,,,,,,,121.0,2024-09-23,0
132,DOGS,DOGS,$0.0008503,0.82%,1.16%,9.26%,"$439,380,677","$177,554,865
209,123,019,737 DOGS","516,750,000,000 DOGS",550000000000.0,550000000000.0,3,,,,,,,,2024-09-23,0
137,Mog Coin,MOG,$0.051176,0.13%,2.66%,30.77%,"$423,714,682","$21,080,491
17,964,793,188,590 MOG","360,447,686,344,656 MOG",360447686344655.8,420690000000000.0,3,,,,,,,,2024-09-23,0
169,Memecoin,MEME,$0.01085,0.39%,2.14%,19.20%,"$288,294,945","$26,210,622
2,430,058,025 MEME","26,568,435,760 MEME",69000000000.0,69000000000.0,3,,40.0,,,,,192.0,2024-09-23,1
208,First Neiro On Ethereum,NEIRO,$0.001154,5.11%,26.21%,205.55%,"$484,669,138","$765,034,497
672,144,737,166 NEIRO","420,155,525,865 NEIRO",420690000000.0,420690000000.0,3,,,,,,,,2024-09-23,0
209,PepeCoin,PEPECOIN,$3.59,0.40%,5.22%,47.48%,"$420,329,261","$4,620,425
1,287,322 PEPECOIN","117,031,933 PEPECOIN",133769420.0,133769420.0,3,,,,,,,2596.0,2024-09-23,0
214,SUNDOG,SUNDOG,$0.3163,1.03%,5.45%,1.55%,"$315,544,178","$126,132,376
398,571,244 SUNDOG","997,467,726 SUNDOG",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23,0
219,Simon's Cat,CAT,$0.00004043,3.07%,5.26%,27.98%,"$272,899,681","$88,771,680
2,210,516,226,448 CAT","6,749,955,322,109 CAT",8099955322108.567,9000000000000.0,3,,,,,,,,2024-09-23,0
222,Dog (Runes),DOG,$0.002528,0.55%,1.52%,13.65%,"$252,773,292","$4,325,762
1,711,320,941 DOG","100,000,000,000 DOG",100000000000.0,100000000000.0,3,,,,,,,,2024-09-23,0
224,Osaka Protocol,OSAK,$0.063326,0.29%,5.15%,43.67%,"$249,710,919","$425,988
1,280,927,508,001 OSAK","750,869,738,630,302 OSAK",761459789745212.0,1000000000000000.0,3,,,,,,,3027.0,2024-09-23,0
249,Gigachad,GIGA,$0.01951,0.34%,1.42%,23.17%,"$181,509,865","$2,819,837
144,517,134 GIGA","9,302,411,888 GIGA",9603935545.16,10000000000.0,3,,,,,,,3368.0,2024-09-23,0
247,Ponke,PONKE,$0.3284,2.25%,3.44%,22.57%,"$182,467,848","$13,252,045
40,448,043 PONKE","555,544,226 PONKE",555544226.0,555555555.0,3,,,,,,,497.0,2024-09-23,0
288,Non-Playable Coin,NPC,$0.01885,0.65%,9.49%,30.24%,"$136,651,245","$4,024,223
213,771,091 NPC","7,248,766,332 NPC",8050126520.0,8050126520.0,3,,,,,,,3072.0,2024-09-23,0
289,ANDY (ETH),ANDY,$0.0001366,1.06%,16.84%,117.81%,"$136,566,875","$5,129,966
37,730,945,113 ANDY","1,000,000,000,000 ANDY",1000000000000.0,1000000000000.0,3,,,,,,,,2024-09-23,0
325,Mumu the Bull,MUMU,$0.00004886,0.93%,17.63%,48.21%,"$111,550,038","$11,004,163
224,764,852,572 MUMU","2,283,204,416,985 MUMU",2329915213859.14,2329915213859.14,3,,,,,,,2598.0,2024-09-23,0
350,Coq Inu,COQ,$0.051483,0.62%,0.41%,8.48%,"$102,992,030","$2,841,359
1,918,182,912,921 COQ","69,420,000,000,000 COQ",69420000000000.0,69420000000000.0,3,,,,,,,297.0,2024-09-23,0
352,WHY,WHY,$0.062398,0.43%,3.23%,9.35%,"$100,732,321","$5,120,533
21,289,993,061,923 WHY","420,000,000,000,000 WHY",420000000000000.0,420000000000000.0,3,,,,,,,,2024-09-23,0
358,Neiro Ethereum,NEIRO,$0.09833,3.15%,17.09%,31.41%,"$98,325,792","$44,613,468
451,914,541 NEIRO","1,000,000,000 NEIRO",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23,0
367,michi (SOL),$MICHI,$0.171,1.25%,14.72%,63.24%,"$95,061,634","$9,807,851
57,518,122 $MICHI","555,769,416 $MICHI",555769415.634309,,3,,,,,,,,2024-09-23,0
370,Bone ShibaSwap,BONE,$0.4129,0.03%,4.30%,5.09%,"$94,945,788","$4,583,351
11,172,609 BONE","229,923,351 BONE",249999401.82484716,250000000.0,3,,,,,,,329.0,2024-09-23,0
371,HarryPotterObamaSonic10Inu (ERC-20),,$0.09308,0.74%,4.77%,22.06%,"$93,065,570","$2,092,498
22,484,112 BITCOIN","999,798,155 BITCOIN",999798155.0,1000000000.0,3,,,,,,,479.0,2024-09-23,0
420,MAGA,TRUMP,$1.76,0.50%,3.62%,12.79%,"$77,510,333","$961,201
544,623 TRUMP","43,997,357 TRUMP",46502452.0,,3,,,,,,,278.0,2024-09-23,0
424,Apu Apustaja,APU,$0.00024,0.18%,8.44%,14.47%,"$76,406,901","$8,666,268
36,079,803,930 APU","318,346,511,349 APU",337892257217.1226,420690000000.0,3,,,,,,,2532.0,2024-09-23,0
429,Mother Iggy,MOTHER,$0.07763,0.84%,9.59%,38.48%,"$76,555,862","$12,661,380
166,100,634 MOTHER","986,143,154 MOTHER",986143154.31,,3,,,,,,,,2024-09-23,0
428,SLERF,SLERF,$0.1516,0.86%,1.09%,5.23%,"$75,802,176","$12,733,029
84,324,707 SLERF","499,997,750 SLERF",499997750.0,,3,,,,,,,288.0,2024-09-23,0
438,Dogelon Mars,ELON,$0.06133,0.43%,0.68%,9.04%,"$73,106,882","$1,256,718
9,462,750,906,498 ELON","549,652,770,159,583 ELON",1000000000000000.0,,3,,,,,,,398.0,2024-09-23,0
445,Myro,MYRO,$0.07525,0.95%,0.01%,21.21%,"$71,052,553","$12,285,899
163,876,469 MYRO","944,203,815 MYRO",999981490.5,,3,,,,,,,322.0,2024-09-23,0
446,Degen,DEGEN,$0.004993,1.61%,7.65%,71.71%,"$70,804,496","$21,575,054
4,329,529,284 DEGEN","14,179,608,879 DEGEN",36965935954.0,36965935954.0,3,,,,,,,220.0,2024-09-23,0
455,Wen,WEN,$0.00009445,0.03%,1.69%,16.56%,"$68,729,964","$7,090,523
75,269,782,712 WEN","727,716,951,329 WEN",727716951329.0,,3,,,,,,,312.0,2024-09-23,0
459,Milady Meme Coin,LADYS,$0.07926,0.25%,1.01%,18.49%,"$68,013,092","$4,044,813
43,771,976,140,001 LADYS","734,366,023,232,083 LADYS",888000888000888.0,888000888000888.0,3,,,,,,,341.0,2024-09-23,0
462,BOBO,BOBO,$0.051026,3.96%,1.98%,5.84%,"$67,858,193","$2,161,262
2,126,700,174,058 BOBO","66,134,444,313,649 BOBO",66484444313649.0,69000000000000.0,3,,,,,,,2567.0,2024-09-23,0
488,PeiPei (ETH),PEIPEI,$0.061487,0.66%,5.13%,42.72%,"$61,133,032","$3,569,508
24,055,350,281,680 PEIPEI","411,156,343,662,800 PEIPEI",420690000000000.0,420690000000000.0,3,,,,,,,,2024-09-23,0
504,PepeFork,PORK,$0.061366,1.50%,9.20%,29.55%,"$57,465,345","$1,486,482
10,894,683,229,763 PORK","420,690,000,000,000 PORK",420690000000000.0,420690000000000.0,3,,,,,,,488.0,2024-09-23,0
517,Kendu Inu,KENDU,$0.00005754,1.29%,6.68%,7.86%,"$54,572,259","$732,631
12,746,910,250 KENDU","948,428,147,258 KENDU",948428147258.0,948428147258.0,3,,,,,,,,2024-09-23,0
520,Snek,SNEK,$0.0007429,0.74%,1.54%,16.35%,"$54,404,560","$573,975
772,635,335 SNEK","73,235,343,051 SNEK",75573738886.0,,3,,,,,,,503.0,2024-09-23,0
551,ArbDoge AI,AIDOGE,$0.092734,0.35%,0.70%,13.43%,"$47,710,181","$5,785,924
21,200,857,650,405,992 AIDOGE","174,455,896,934,211,008 AIDOGE",1.91609763385755e+17,,3,,,,,,,493.0,2024-09-23,0
556,MANEKI,MANEKI,$0.005544,0.77%,3.72%,6.12%,"$46,692,529","$10,894,655
1,973,401,617 MANEKI","8,422,887,212 MANEKI",8888887212.0,,3,,,,,,,,2024-09-23,0
558,RETARDIO,RETARDIO,$0.04723,0.84%,8.48%,30.82%,"$46,078,300","$1,369,367
29,062,002 RETARDIO","975,671,265 RETARDIO",999671379.0,1000000000.0,3,,,,,,,,2024-09-23,0
560,ShibaBitcoin,SHIBTC,$0.5303,0.02%,0.17%,23.89%,"$45,848,614","$344,257
649,192 SHIBTC","86,461,076 SHIBTC",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23,0
564,Daddy Tate,DADDY,$0.07552,0.02%,1.01%,5.51%,"$45,288,433","$2,143,468
28,432,334 DADDY","599,688,329 DADDY",599688329.024883,999689062.0,3,,,,,,,,2024-09-23,0
600,SPX6900,SPX,$0.04369,0.68%,13.53%,60.52%,"$40,679,251","$1,348,978
30,905,441 SPX","930,993,090 SPX",1000000000.0,,3,,,,,,,1344.0,2024-09-23,0
616,Billy,BILLY,$0.04066,0.76%,6.67%,106.97%,"$38,066,140","$11,444,650
285,411,291 BILLY","936,137,657 BILLY",982930293.0,1000000000.0,3,,,,,,,,2024-09-23,0
621,Toshi,TOSHI,$0.00009017,0.69%,6.49%,4.11%,"$36,796,754","$1,895,086
21,018,590,560 TOSHI","408,069,300,000 TOSHI",420690000000.0,420690000000.0,3,,,,,,,305.0,2024-09-23,0
633,Hoppy,HOPPY,$0.00008286,0.78%,6.06%,46.62%,"$34,858,060","$2,914,260
35,118,254,103 HOPPY","420,690,000,000 HOPPY",420690000000.0,420690000000.0,3,,,,,,,4335.0,2024-09-23,0
655,Doge Killer,LEASH,$308.95,0.05%,12.23%,22.00%,"$32,863,847","$1,977,315
6,402 LEASH","106,373 LEASH",107536.18246658,,3,,,,,,,635.0,2024-09-23,0
666,Grok,GROK,$0.005007,0.27%,5.11%,26.20%,"$31,648,354","$7,343,415
1,469,771,356 GROK","6,320,722,799 GROK",6596446798.545914,6900000000.0,3,,,,,,,556.0,2024-09-23,0
694,RichQUACK.com,QUACK,$0.096542,0.73%,2.15%,8.56%,"$28,842,377","$473,860
724,898,159,977,837 QUACK","44,085,961,274,152,304 QUACK",4.6775855335611e+16,,3,,,,,,,595.0,2024-09-23,0
700,Amaterasu Omikami,OMIKAMI,$0.03018,0.88%,19.05%,41.23%,"$28,583,214","$479,179
15,958,649 OMIKAMI","946,976,011 OMIKAMI",999476011.0,1000000000.0,3,,,,,,,4079.0,2024-09-23,0
707,crow with knife,CAW,$0.073627,0.86%,3.48%,2.47%,"$27,925,432","$135,954
3,745,460,620,489 CAW","769,861,397,731,578 CAW",777777777777777.0,777777777777777.0,3,,,,,,,2789.0,2024-09-23,0
727,FEED EVERY GORILLA,FEG,$0.0003096,0.85%,2.11%,1.48%,"$24,933,523","$324,501
1,047,825,513 FEG","80,541,528,882 FEG",99943847311.96,100000000000.0,3,,,,,,,,2024-09-23,0
733,Kishu Inu,KISHU,$0.092625,1.31%,4.01%,7.52%,"$24,446,623","$519,845
1,972,242,494,730,785 KISHU","93,136,097,121,133,936 KISHU",9.670293841273085e+16,,3,,,,,,,658.0,2024-09-23,0
734,Samoyedcoin,SAMO,$0.00661,1.45%,0.66%,6.99%,"$24,173,181","$565,763
85,376,057 SAMO","3,657,134,467 SAMO",4746913623.0,,3,,,,,,,807.0,2024-09-23,0
745,BOB (ETH),BOB,$0.00003396,1.68%,10.97%,60.31%,"$23,401,907","$4,640,997
bob 136,719,374,746","689,127,646,403 BOB",689127646403.0,690000000000.0,3,,,,,,,,2024-09-23,0
758,PUPS (Ordinals),PUPS,$2.90,1.94%,1.13%,6.72%,"$22,504,199","$189,368
65,345 PUPS","7,770,000 PUPS",7770000.0,7770000.0,3,,,,,,,223.0,2024-09-23,0
762,catwifhat,CWIF,$0.066547,1.99%,4.22%,3.78%,"$22,157,387","$305,975
465,651,478,211 CWIF","33,843,169,766,888 CWIF",33843169766888.0,,3,,,,,,,2678.0,2024-09-23,0
780,Basenji,BENJI,$0.02258,1.21%,0.42%,44.91%,"$20,817,853","$2,182,915
96,802,925 BENJI","922,044,870 BENJI",1000000000.0,1000000000.0,3,,,,,,,2670.0,2024-09-23,0
801,Foxsy AI,FOXSY,$0.09416,0.18%,0.02%,12.75%,"$19,137,427","$1,430,655
15,220,730 FOXSY","203,240,765 FOXSY",1977949990.0,1978082104.0,3,,,,,,,,2024-09-23,0
812,8-Bit Coin,COIN,$0.0006256,0.35%,9.58%,2.39%,"$18,767,940","$52,411
83,771,846 COIN","30,000,000,000 COIN",100000000000.0,100000000000.0,3,,,,,,,,2024-09-23,0
816,LandWolf (SOL),WOLF,$0.001865,1.19%,5.28%,3.74%,"$18,644,862","$460,663
247,494,213 WOLF","9,999,840,442 WOLF",9999840429.635326,9999999174.0,3,,,,,,,,2024-09-23,0
818,Ginnan The Cat,GINNAN,$0.052679,1.19%,0.56%,4.01%,"$18,486,878","$10,442,316
3,901,379,836,189 GINNAN","6,899,998,362,189 GINNAN",6899998362189.0,6899998362189.0,3,,,,,,,,2024-09-23,0
832,Shark Cat,SC,$0.01806,1.62%,15.56%,54.45%,"$17,879,620","$1,593,751
89,211,026 SC","989,895,519 SC",989895519.29,1000000000.0,3,,,,,,,2459.0,2024-09-23,0
833,Wrapped Dog,WDOG,$0.01764,0.76%,0.37%,34.17%,"$17,635,013","$3,869,030
219,466,064 WDOG","999,998,439 WDOG",999998439.0,999998439.0,3,,,,,,,,2024-09-23,0
839,Smog,SMOG,$0.02226,0.25%,0.86%,10.63%,"$17,340,066","$172,626
7,763,663 SMOG","778,999,968 SMOG",1399999968.0,,3,,,,,,,536.0,2024-09-23,0
847,MonaCoin,MONA,$0.2532,0.88%,4.15%,4.52%,"$16,643,849","$118,195
458,822 MONA","65,729,675 MONA",65729674.871168,105120000.0,3,,,50.0,83.0,71.0,118.0,816.0,2024-09-23,1
861,Pepe 2.0,PEPE2.0,$0.073428,0.61%,5.74%,25.16%,"$16,075,075","$1,611,969
47,256,692,452,013 PEPE2.0","469,000,000,000,000 PEPE2.0",469000000000000.0,469000000000000.0,3,,,,,,,837.0,2024-09-23,0
873,Hege,HEGE,$0.01543,0.52%,9.66%,2.76%,"$15,428,596","$752,368
48,977,131 HEGE","999,852,397 HEGE",999852396.87,999852396.87,3,,,,,,,,2024-09-23,0
883,Troll,TROLL,$0.071545,0.87%,5.92%,16.48%,"$14,835,570","$1,760,422
113,573,429,083,609 TROLL","960,420,000,000,000 TROLL",960420000000000.0,,3,,,,,,,,2024-09-23,0
901,Wat,WAT,$0.00003401,8.68%,197.96%,349.02%,"$14,228,135","$2,380,133
69,618,275,715 WAT","418,385,401,793 WAT",420690000000.0,420690000000.0,3,,,,,,,,2024-09-23,0
913,Pitbull,PIT,$0.0935,0.05%,5.08%,13.02%,"$14,068,866","$249,882
715,813,819,446,570 PIT","40,192,158,063,660,000 PIT",1e+17,1e+17,3,,,,,,,756.0,2024-09-23,0
916,Jesus Coin,JESUS,$0.079211,0.79%,7.37%,13.07%,"$13,949,957","$218,180
2,368,383,412,575 JESUS","151,426,487,242,538 JESUS",156533918921921.0,,3,,,,,,,1051.0,2024-09-23,0
919,Brainlet,BRAINLET,$0.01462,1.69%,1.89%,17.45%,"$13,926,950","$2,696,372
185,952,433 BRAINLET","952,905,541 BRAINLET",999930843.0,1000000000.0,3,,,,,,,,2024-09-23,0
922,CatCoin,CAT,$0.092737,1.86%,13.45%,15.58%,"$13,686,124","$1,561,668
5,692,579,817,692,551 CAT","50,000,000,000,000,000 CAT",5e+16,,3,,,,,,,2471.0,2024-09-23,0
933,SAD HAMSTER,HAMMY,$0.01401,0.09%,1.54%,5.10%,"$13,193,086","$248,781
17,835,896 HAMMY","941,901,250 HAMMY",999909499.0,1000000000.0,3,,,,,,,,2024-09-23,0
936,nubcat,NUB,$0.01378,1.54%,18.43%,55.16%,"$13,089,097","$2,305,017
167,871,318 NUB","950,000,253 NUB",999975253.03,999975253.03,3,,,,,,,2494.0,2024-09-23,0
959,Cate,CATE,$0.01253,4.70%,16.46%,58.19%,"$12,527,832","$17,741,945
1,435,367,209 CATE","1,000,000,000 CATE",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23,0
969,PAW,PAW,$0.071263,0.18%,1.31%,3.10%,"$11,971,691","$313,016
24,756,707,429,027 PAW","947,958,529,404,516 PAW",999826523767972.0,,3,,,,,,,6355.0,2024-09-23,0
970,DUKO,DUKO,$0.001242,0.83%,3.81%,2.23%,"$12,007,244","$1,101,265
888,794,161 DUKO","9,663,955,990 DUKO",9999609598.0,,3,,,,,,,802.0,2024-09-23,0
971,MUNCAT,MUNCAT,$0.01192,1.16%,13.67%,36.71%,"$11,917,194","$3,161,404
265,074,881 MUNCAT","1,000,000,000 MUNCAT",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23,0
995,Doge Eat Doge,OMNOM,$0.073643,0.96%,4.75%,53.61%,"$11,293,221","$51,133
1,404,869,642,657 OMNOM","310,000,000,000,000 OMNOM",1000000000000000.0,1000000000000000.0,3,,,,,,,2913.0,2024-09-23,0
1000,Slothana,SLOTH,$0.006596,0.16%,1.53%,11.55%,"$11,181,112","$3,068,236
467,381,666 SLOTH","1,695,118,152 SLOTH",1874794066.0,,3,,,,,,,,2024-09-23,0
1021,BobaCat,PSPS,$0.01837,0.03%,4.18%,49.05%,"$10,602,716","$166,553
9,066,861 PSPS","577,172,773 PSPS",577172773.2514561,,3,,,,,,,3260.0,2024-09-23,0
1046,Hemule,HEMULE,$0.00968,0.42%,17.92%,48.41%,"$9,486,832","$414,632
42,806,789 HEMULE","979,998,588 HEMULE",979998587.911129,1000000000.0,3,,,,,,,3107.0,2024-09-23,0
5883,dogwifsaudihat,WIFSA,$0.00004835,1.52%,1.91%,11.46%,"$48,352","$832
17,210,115 WIFSA","1,000,000,000 WIFSA",1000000000.0,1000000000.0,3,,,,,,,2605.0,2024-09-23,0
5888,Frosty the Polar Bear,FROSTY,$0.0000493,0.01%,4.09%,22.55%,"$49,302","$822
16,668,466 FROSTY","999,999,994 FROSTY",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23,0
5892,Penjamin Blinkerton,PEN,$0.06355,0.52%,0.85%,17.99%,"$355,112","$815
pen 2,295,134,317","1,000,000,000,000 PEN",1000000000000.0,1000000000000.0,3,,,,,,,,2024-09-23,0
5898,CAT INU,CAT,$0.0122667,0.00%,25.94%,167.86%,"$26,665","$797
2,988,212,718,484,782 CAT","99,976,643,860,065,184 CAT",9.997664386006518e+16,9.997664386006518e+16,3,,,,,,,7002.0,2024-09-23,0
5899,Frogonsol,FROG,$0.00001513,0.00%,0.12%,9.84%,"$1,043,659","$791
52,294,383 FROG","69,000,000,000 FROG",69000000000.0,,3,,,,,,,6109.0,2024-09-23,0
5907,Shroomates,SHROOM,$0.0006655,0.03%,1.35%,8.47%,"$450,490","$779
1,170,136 SHROOM","676,956,430 SHROOM",1420689979.0,,3,,,,,,,3411.0,2024-09-23,0
5924,HMM,HMM,$0.0002292,0.00%,1.80%,7.06%,"$202,347","$738
3,219,040 HMM","882,992,390 HMM",882992390.0,,3,,,,,,,4604.0,2024-09-23,0
5947,sciVive,SCIVIVE,$0.099304,0.47%,4.24%,47.20%,"$60,758","$697
749,455,292,779 SCIVIVE","65,300,000,000,000 SCIVIVE",65300000000000.0,65300000000000.0,3,,,,,,,7184.0,2024-09-23,0
5952,Andyâs Alter Ego,$BADCAT,$0.063424,0.00%,6.82%,49.65%,"$144,028","$689
2,011,643,585 $BADCAT","420,690,000,000 $BADCAT",,,3,,,,,,,,2024-09-23,0
