Ranking,Name,Token,Price,One_Hour_Percentage,TwentyFour_Hour_Percentage,Seven_Days_Percentage,Market_Cap,Volume_24h,Circulating_Supply,Total_Supply,Max_Supply,Class,Halving_1_RankIndex,Halving_1_Plus250_RankIndex,Halving_2_RankIndex,Halving_2_Plus250_RankIndex,Halving_3_RankIndex,Halving_3_Plus250_RankIndex,Halving_4_RankIndex,Capture_Date
1979,Cirus Foundation,CIRUS,$0.007809,0.01%,2.28%,2.45%,,,"62,590,209 CIRUS",250000000.0,,0,,,,,,,1582.0,2024-09-23
1995,Metaverse Face,MEFA,$0.00004903,0.04%,3.06%,5.54%,,,"9,515,523,108 MEFA",10000000000.0,10000000000.0,0,,,,,,,1780.0,2024-09-23
2028,Bird.Money,BIRD,$4.38,0.01%,5.50%,20.09%,,,"94,942 BIRD",140000.0,,0,,,,,,2603.0,1578.0,2024-09-23
2031,Neurashi,NEI,$0.005108,0.33%,0.97%,8.04%,,,"80,719,906 NEI",45000000000.0,45000000000.0,0,,,,,,,2210.0,2024-09-23
2062,Gemach,GMAC,$0.0007326,0.00%,1.56%,10.42%,,,"500,000,000 GMAC",500000000.0,500000000.0,0,,,,,,,5181.0,2024-09-23
2092,All In,ALLIN,$0.3281,0.85%,1.26%,10.19%,,,"951,588 ALLIN",960724.373261,1000000.0,0,,,,,,,1709.0,2024-09-23
2113,Artisse,CATHEON,$0.0002999,2.89%,0.65%,7.14%,,,"968,534,281 CATHEON",10000000000.0,10000000000.0,0,,,,,,,1757.0,2024-09-23
2127,OceanEx Token,OCE,$0.00015,0.02%,0.02%,76.45%,,,"1,788,038,022 OCE",8811756112.4,,0,,,,,2444.0,1087.0,1830.0,2024-09-23
2149,BullBear AI,AIBB,$0.09122,1.98%,4.13%,10.15%,,,"2,045,833,899,998,990 AIBB",2243697983694936.0,1e+17,0,,,,,,,1725.0,2024-09-23
2172,Ojamu,OJA,$0.002285,0.00%,6.18%,11.16%,,,"99,996,080 OJA",100000000.0,100000000.0,0,,,,,,,1815.0,2024-09-23
2189,Arcona,ARCONA,$0.01406,0.07%,12.33%,16.40%,,,"15,335,470 ARCONA",16696707.0,16699878.0,0,,,,,,3830.0,1718.0,2024-09-23
2231,MetamonkeyAi,MMAI,$0.00002883,0.24%,1.45%,4.49%,,,"6,099,376,989 MMAI",10000000000.0,10000000000.0,0,,,,,,,1851.0,2024-09-23
2269,Raze Network,RAZE,$0.001251,0.00%,0.29%,10.83%,,,"118,690,910 RAZE",120000000.0,120000000.0,0,,,,,,,1961.0,2024-09-23
2328,YFDAI.FINANCE,YF-DAI,$27.25,0.00%,4.13%,1.64%,,,"3,986 YF-DAI",21000.0,21000.0,0,,,,,,574.0,2055.0,2024-09-23
2455,Pawtocol,UPI,$0.0001746,0.18%,1.31%,7.51%,,,"257,924,377 UPI",1000000000.0,1000000000.0,0,,,,,,1185.0,2139.0,2024-09-23
2480,Ubex,UBEX,$0.00001099,0.00%,10.70%,16.82%,,,"3,306,258,739 UBEX",3923877491.5183,,0,,,,,590.0,1408.0,2003.0,2024-09-23
2630,Connectome,CNTM,$0.00179,14.48%,12.12%,23.81%,,,"1,210,675 CNTM",1213183.0,140000000.0,0,,,,,,1094.0,2383.0,2024-09-23
2666,Spectral,SPEC,$8.81,1.26%,3.99%,70.02%,,,"10,339,135 SPEC",100000000.0,100000000.0,0,,,,,,,,2024-09-23
2719,Altered State Token,ASTO,$0.01287,0.02%,0.05%,29.71%,,,"523,082,169 ASTO",2384000000.0,2384000000.0,0,,,,,,,2517.0,2024-09-23
2721,LayerAI,LAI,$0.02235,0.43%,13.55%,70.88%,,,"2,370,997,728 LAI",2910997728.0,,0,,,,,,,2486.0,2024-09-23
2760,Ocean Protocol,OCEAN,$0.6961,0.63%,1.74%,27.64%,,,"629,189,183 OCEAN",1410000000.0,1410000000.0,0,,,,,181.0,95.0,124.0,2024-09-23
2769,Autonolas,OLAS,$1.40,1.04%,12.00%,78.05%,,,"45,890,394 OLAS",539047893.6489999,,0,,,,,,,2552.0,2024-09-23
2868,SingularityNET,AGIX,$0.708,0.73%,0.12%,27.18%,,,"1,211,306,169 AGIX",1376451173.9665115,2000000000.0,0,,,,,295.0,157.0,74.0,2024-09-23
2873,ThoreCoin,THR,$140.25,0.01%,0.04%,0.08%,,,"86,686 THR",100000.0,,0,,,,,664.0,205.0,,2024-09-23
2889,XANA,XETA,$0.002186,0.11%,3.47%,21.40%,,,"2,845,201,909 XETA",4925701908.0,5000000000.0,0,,,,,,,2537.0,2024-09-23
2903,Trias Token (New),TRIAS,$5.50,0.03%,5.81%,25.69%,,,"10,000,000 TRIAS",9999999.8782493,9999999.9,0,,,,,,,431.0,2024-09-23
2909,Mind,MND,$0.05815,0.82%,48.40%,40.23%,,,"80,000,000 MND",100000000.0,100000000.0,0,,,,,,,3223.0,2024-09-23
2917,Ozone Metaverse,OZONE,$0.0009997,0.05%,4.22%,6.46%,,,"765,610,105 OZONE",801810225.66,2000000000.0,0,,,,,,,2944.0,2024-09-23
2943,DarkShield Games Studio,DKS,$0.0001014,0.65%,4.73%,4.32%,,,"1,073,204,810 DKS",2960503000.0,2960503000.0,0,,,,,,,2878.0,2024-09-23
2944,enqAI,enqAI,$0.02195,3.40%,59.81%,214.40%,,,"1,000,000,000 enqAI",1000000000.0,,0,,,,,,,3167.0,2024-09-23
2962,Dtec,DTEC,$0.09071,0.18%,2.66%,3.66%,,,"12,262,949 DTEC",338415648.0,450000000.0,0,,,,,,,,2024-09-23
2999,Arbius,AIUS,$37.83,0.17%,24.68%,31.98%,,,"165,815 AIUS",1000000.0,,0,,,,,,,2894.0,2024-09-23
3143,NeuralAI,NEURAL,$4.85,0.20%,17.71%,52.62%,,,"10,000,000 NEURAL",10000000.0,,0,,,,,,,3019.0,2024-09-23
3194,Work X,WORK,$0.1218,0.37%,14.17%,32.46%,,,"18,909,998 WORK",45250790.0,100000000.0,0,,,,,,,2763.0,2024-09-23
3233,Roko,ROKO,$0.00003059,0.03%,20.68%,71.02%,,,"195,732,940,071 ROKO",369369369369.0,369369369369.0,0,,,,,,,4247.0,2024-09-23
3271,Octavia AI,VIA,$0.06063,2.85%,8.33%,20.45%,,,"8,750,000 VIA",100000000.0,100000000.0,0,,,,,,,2903.0,2024-09-23
3312,Grow Token,GROW,$0.3302,0.35%,10.37%,13.76%,,,"10,000,000 GROW",10000000.0,100000000.0,0,,,,,,,3207.0,2024-09-23
3353,CorgiAI,CORGIAI,$0.0008569,0.38%,0.12%,9.52%,,,"343,529,984,547 CORGIAI",372459723999.0,,0,,,,,,,2934.0,2024-09-23
3396,DeepFakeAI,FAKEAI,$0.008588,0.91%,21.85%,123.63%,,,"954,907,650 FAKEAI",954907649.6,1000000000.0,0,,,,,,,2916.0,2024-09-23
3472,AI Network,AIN,$0.01103,2.30%,33.18%,10.57%,,,"254,826,635 AIN",700000000.0,700000000.0,0,,,,,,,3459.0,2024-09-23
3566,Metafluence,METO,$0.0002802,1.05%,8.22%,4.35%,,,"1,805,308,983 METO",4800000000.0,4800000000.0,0,,,,,,,3401.0,2024-09-23
3662,BilliCat,BCAT,$0.003144,0.03%,6.25%,24.64%,,,"100,000,000 BCAT",100000000.0,100000000.0,0,,,,,,,3644.0,2024-09-23
3677,infraX,INFRA,$8.87,4.94%,4.86%,26.36%,,,"1,000,000 INFRA",1000000.0,,0,,,,,,,3333.0,2024-09-23
3712,Y8U,Y8U,$0.01201,0.03%,3.62%,10.58%,,,"24,550,000 Y8U",28300000.0,1000000000.0,0,,,,,,,,2024-09-23
3736,EpiK Protocol,AIEPK,$0.004409,0.50%,16.37%,26.96%,,,"400,000,000 AIEPK",400000000.0,1000000000.0,0,,,,,,,3263.0,2024-09-23
4035,Tradetomato,TTM,$0.007133,0.23%,4.79%,3.60%,,,"63,208,516 TTM",996200000.0,,0,,,,,,,4127.0,2024-09-23
4108,AI PIN,AI,$0.02084,0.47%,7.19%,22.55%,,,"40,504,778 AI",100000000.0,100000000.0,0,,,,,,,4155.0,2024-09-23
4146,Jackal Protocol,JKL,$0.1678,0.12%,6.12%,10.90%,,,"73,474,865 JKL",133259784.0,400000000.0,0,,,,,,,3905.0,2024-09-23
4187,Ring AI,RING,$0.03778,0.51%,0.98%,0.25%,,,"100,000,000 RING",100000000.0,100000000.0,0,,,,,,,3608.0,2024-09-23
4201,AstraAI,ASTRA,$1.27,1.32%,22.03%,34.17%,,,"10,000,000 ASTRA",10000000.0,10000000.0,0,,,,,,,5244.0,2024-09-23
4241,2DAI.io,2DAI,$0.001801,0.00%,31.51%,58.95%,,,"1,000,000,000 2DAI",0.0,1000000000.0,0,,,,,,,5338.0,2024-09-23
4426,AimBot AI,AIMBOT,$1.15,0.00%,5.07%,125.66%,,,"1,000,000 AIMBOT",1000000.0,1000000.0,0,,,,,,,3799.0,2024-09-23
4456,AlphaKEK.AI,AIKEK,$0.005189,0.00%,32.50%,43.10%,,,"229,757,533 AIKEK",244945233.746,256000000.0,0,,,,,,,5234.0,2024-09-23
4573,PaladinAI,PALAI,$0.02541,0.00%,16.18%,13.25%,,,"100,000,000 PALAI",100000000.0,100000000.0,0,,,,,,,5154.0,2024-09-23
4584,Human,HMT,$0.03565,1.31%,8.62%,7.48%,,,"230,553,677 HMT",1000000000.0,1000000000.0,0,,,,,,,3331.0,2024-09-23
4597,AlphaScan AI,ASCN,$0.02173,0.14%,1.14%,1.64%,,,"14,520,000 ASCN",50000000.0,100000000.0,0,,,,,,,4181.0,2024-09-23
4790,Zus,ZCN,$0.04868,0.02%,7.30%,0.51%,,,"115,000,000 ZCN",200000000.0,400000000.0,0,,,,,,,4357.0,2024-09-23
4877,MOROS NET,MOROS,$0.000852,0.00%,19.23%,40.78%,,,"1,000,000,000 MOROS",1000000000.0,,0,,,,,,,4164.0,2024-09-23
4976,Next Gem AI,GEMAI,$0.00169,0.56%,2.23%,0.13%,,,"171,275,000 GEMAI",850000000.0,850000000.0,0,,,,,,,3306.0,2024-09-23
5126,The Winkyverse,WNK,$0.0002946,0.03%,0.62%,0.41%,,,"5,427,211,701 WNK",6579981255.0,,0,,,,,,,4360.0,2024-09-23
5133,Lavita AI,LAVITA,$0.005948,1.09%,1.93%,2.88%,,,"1,769,822,115 LAVITA",7009041686.0,,0,,,,,,,4197.0,2024-09-23
5457,Cloudbric,CLBK,$0.001744,0.08%,5.05%,10.77%,,,"714,209,731 CLBK",989556846.0,,0,,,,,935.0,1063.0,5669.0,2024-09-23
5492,KWAI,KWAI,$0.06355,0.00%,3.09%,1.76%,,,"34,250,000 KWAI",50000000.0,50000000.0,0,,,,,,,5469.0,2024-09-23
5494,Eternal AI,EAI,$0.009226,0.39%,2.58%,13.17%,,,"80,000,000 EAI",1000000000.0,,0,,,,,,,5861.0,2024-09-23
5542,Kambria,KAT,$0.00023,0.00%,4.03%,2.22%,,,"1,774,005,799 KAT",2719839133.0,,0,,,,,1047.0,1150.0,,2024-09-23
5821,Vuzz AI,VUZZ,$0.001432,0.01%,16.96%,7.34%,,,"100,000,000 VUZZ",100000000.0,100000000.0,0,,,,,,,5466.0,2024-09-23
5870,Flourishing AI,AI,$0.04224,1.19%,1.31%,8.88%,,,"36,498,847 AI",53402950.0,,0,,,,,,,5496.0,2024-09-23
5872,AutoCrypto,AU,$0.01726,0.00%,3.49%,13.54%,,,"67,286,267 AU",91743979.62,100000000.0,0,,,,,,,9045.0,2024-09-23
5940,VirtuSwap,VRSW,$0.0007093,0.06%,0.97%,5.17%,,,"368,949,787 VRSW",1000000000.0,1000000000.0,0,,,,,,,5850.0,2024-09-23
5954,Liza,LIZA,$0.0006439,0.00%,4.54%,26.88%,,,"762,964,046 LIZA",762964046.0,777777777.0,0,,,,,,,5561.0,2024-09-23
6117,Hera Finance,HERA,$1.35,0.00%,0.04%,1.92%,,,"4,238,000 HERA",10000000.0,,0,,,,,,,4105.0,2024-09-23
6133,Purple AI,PAI,$0.1841,0.00%,2.22%,16.44%,,,"1,000,000 PAI",1000000.0,1000000.0,0,,,,,,,4788.0,2024-09-23
6146,Acria.AI,ACRIA,$0.007362,0.00%,1.14%,13.25%,,,"130,000,000 ACRIA",130000000.0,140000000.0,0,,,,,,,3715.0,2024-09-23
6166,Multiverse,AI,$0.00009212,0.00%,41.50%,22.29%,,,"1,014,942,802 AI",25000000000.0,25000000000.0,0,,,,,,,3630.0,2024-09-23
6230,Aventis Metaverse,AVTM,$0.0001982,0.01%,0.99%,10.83%,,,"194,088,542 AVTM",1000000000.0,1000000000.0,0,,,,,,,3651.0,2024-09-23
6271,Santiment Network Token,SAN,$0.09115,0.00%,4.29%,17.08%,,,"62,660,371 SAN",83337000.0,83337000.0,0,,,,,722.0,785.0,8637.0,2024-09-23
6393,Chat AI,AI,$0.0003768,0.00%,4.67%,2.90%,,,"94,200,000 AI",100000000.0,100000000.0,0,,,,,,,7182.0,2024-09-23
6411,Oracle AI,ORACLE,$0.000221,0.00%,3.78%,11.61%,,,"877,943,572 ORACLE",1000000000.0,1000000000.0,0,,,,,,,3014.0,2024-09-23
6469,Website AI,WEBAI,$0.06248,0.00%,4.39%,10.07%,,,"969,000 WEBAI",1000000.0,1000000.0,0,,,,,,,4437.0,2024-09-23
6778,Trace Network Labs,TRACE,$0.0008871,3.61%,7.00%,10.88%,,,"99,519,870 TRACE",100000000.0,100000000.0,0,,,,,,,3747.0,2024-09-23
7144,Aion,AION,$0.00168,0.02%,6.17%,4.99%,,,"526,304,878 AION",526304878.0,,0,,,,,138.0,193.0,8657.0,2024-09-23
7562,Artificial Intelligence,AI,$0.061407,0.00%,2.58%,12.79%,,,"975,000,000,000 AI",1000000000000.0,1000000000000.0,0,,,,,,,6676.0,2024-09-23
7984,AITK,AITK,$0.0114044,0.00%,45.67%,58.43%,,,"99,999,999 AITK",99999999.0,99999999.0,0,,,,,,,5612.0,2024-09-23
8233,EncrypGen,DNA,$0.002198,0.11%,0.86%,0.97%,,,"70,938,084 DNA",70938084.47283192,70938084.47283192,0,,,,,1091.0,1109.0,7568.0,2024-09-23
8246,AICHAIN,AIT,$0.0022,0.37%,1.47%,8.18%,,,"535,067,071 AIT",2100000000.0,,0,,,,,1141.0,1093.0,8684.0,2024-09-23
8256,Neurotoken,NTK,$0.0006423,0.24%,0.78%,11.46%,,,"78,906,618 NTK",99987499.9,,0,,,,,1105.0,1359.0,8697.0,2024-09-23
8273,Seele-N,SEELE,$0.0004119,0.02%,0.04%,0.01%,,,"23,400,000,000 SEELE",30000000000.0,,0,,,,,101.0,680.0,5750.0,2024-09-23
8756,inheritance Art,IAI,$0.2952,0.00%,1.62%,12.74%,,,"15,500,000 IAI",50000000.0,,0,,,,,,,4974.0,2024-09-23
8879,Ushi,USHI,$0.00001287,0.00%,0.00%,21.24%,,,"21,000,000,000 USHI",21000000000.0,21000000000.0,0,,,,,,,6100.0,2024-09-23
8916,Neuroni AI,NEURONI,$0.2306,0.00%,6.86%,20.92%,,,"8,499,000 NEURONI",8499000.0,8499000.0,0,,,,,,,5362.0,2024-09-23
9006,AiONE,AIONE,$0.00005262,0.00%,0.00%,4.31%,,,"48,561,111,090 AIONE",100000000000.0,100000000000.0,0,,,,,,,8279.0,2024-09-23
9243,InspireAI,INSP,$0.02172,0.99%,12.11%,18.79%,,,"10,000,000 INSP",10000000.0,10000000.0,0,,,,,,,5934.0,2024-09-23
9367,Resistor AI,TOR,$0.00007362,0.00%,0.00%,17.57%,,,"860,000,000 TOR",1000000000.0,1000000000.0,0,,,,,,,3365.0,2024-09-23
34,Immutable,IMX,$1.77,0.74%,2.87%,44.19%,,,"1,605,299,431 IMX",2000000000.0,2000000000.0,1,,,,,,,35.0,2024-09-23
58,FLOKI,FLOKI,$0.0001326,0.01%,0.59%,11.68%,,,"9,590,918,064,737 FLOKI",9687212237183.137,,1,,,,,,,59.0,2024-09-23
76,Beam,BEAM,$0.01716,1.25%,1.82%,26.59%,,,"49,466,004,168 BEAM",62434008330.0,62434008330.0,1,,,,,193.0,354.0,60.0,2024-09-23
81,MultiversX,EGLD,$28.43,0.45%,0.43%,15.01%,,,"27,349,334 EGLD",27443731.0,31415926.0,1,,,,,,,75.0,2024-09-23
82,Notcoin,NOT,$0.00757,0.26%,0.97%,5.24%,,,"102,474,422,539 NOT",102474422538.6429,,1,,,,,,,,2024-09-23
83,Axie Infinity,AXS,$5.01,0.34%,1.33%,11.84%,,,"150,500,554 AXS",270000000.0,,1,,,,,,342.0,79.0,2024-09-23
91,Gala,GALA,$0.02019,0.51%,3.08%,17.37%,,,"34,764,640,389 GALA",36805105504.17074,,1,,,,,,622.0,64.0,2024-09-23
95,The Sandbox,SAND,$0.2738,0.49%,2.07%,13.36%,,,"2,389,232,126 SAND",3000000000.0,,1,,,,,,376.0,81.0,2024-09-23
102,Ronin,RON,$1.73,0.23%,6.42%,20.37%,,,"349,562,042 RON",1000000000.0,,1,,,,,,,80.0,2024-09-23
105,Decentraland,MANA,$0.305,0.56%,1.03%,15.73%,,,"1,908,319,865 MANA",2193179327.320146,,1,,,,,119.0,101.0,97.0,2024-09-23
118,ApeCoin,APE,$0.8071,0.05%,2.22%,12.75%,,,"604,895,833 APE",1000000000.0,1000000000.0,1,,,,,,,101.0,2024-09-23
123,SuperVerse,SUPER,$0.9713,0.26%,4.44%,15.15%,,,"487,976,093 SUPER",999998077.4169172,1000000000.0,1,,,,,,,132.0,2024-09-23
126,BinaryX,BNX,$1.21,1.23%,0.75%,16.12%,,,"374,261,369 BNX",563769177.7936709,580000000.0,1,,,,,,,243.0,2024-09-23
147,WEMIX,WEMIX,$0.8905,0.06%,1.20%,2.22%,,,"410,928,893 WEMIX",530565857.37,590000000.0,1,,,,,,2372.0,129.0,2024-09-23
149,GMT,GMT,$0.1456,1.01%,3.71%,19.22%,,,"2,462,915,394 GMT",5656261626.017588,,1,,,,,,,140.0,2024-09-23
163,Baby Doge Coin,BabyDoge,$0.081982,0.82%,4.60%,7.49%,,,"152,835,494,148,282,656 BabyDoge",2.026405754760692e+17,,1,,,,,,,239.0,2024-09-23
183,Enjin Coin,ENJ,$0.1528,0.68%,0.27%,14.04%,,,"1,729,216,114 ENJ",1837164607.819612,,1,,,,,64.0,104.0,144.0,2024-09-23
189,Catizen,CATI,$0.7925,0.04%,2.84%,4.75%,,,"305,000,000 CATI",1000000000.0,1000000000.0,1,,,,,,,,2024-09-23
194,Saga,SAGA,$2.30,0.11%,11.27%,50.57%,,,"102,496,324 SAGA",1034436404.0,,1,,,,,2102.0,,175.0,2024-09-23
241,SKALE,SKL,$0.03476,0.34%,1.51%,14.68%,,,"5,538,894,337 SKL",5976541667.0,7000000000.0,1,,,,,,,133.0,2024-09-23
250,Illuvium,ILV,$37.48,0.52%,5.48%,4.74%,,,"4,836,163 ILV",8481989.70286639,,1,,,,,,,178.0,2024-09-23
252,Yield Guild Games,YGG,$0.4638,0.31%,3.00%,31.15%,,,"381,577,649 YGG",1000000000.0,,1,,,,,,,191.0,2024-09-23
257,Chromia,CHR,$0.2041,0.71%,3.03%,13.94%,,,"831,928,437 CHR",831572632.108689,978064789.0,1,,,,,312.0,563.0,241.0,2024-09-23
258,Gomining,Gomining,$0.4067,0.18%,4.36%,4.13%,,,"416,728,753 Gomining",416544704.5762383,417708105.0,1,,,,,,,359.0,2024-09-23
272,Pixels,PIXEL,$0.148,0.01%,2.75%,22.09%,,,"1,084,123,337 PIXEL",5000000000.0,5000000000.0,1,,,,,,,186.0,2024-09-23
281,Big Time,BIGTIME,$0.1304,2.27%,3.87%,12.86%,,,"1,096,973,872 BIGTIME",5000000000.0,5000000000.0,1,,,,,,,326.0,2024-09-23
283,Xai,XAI,$0.212,0.79%,1.68%,22.73%,,,"662,463,800 XAI",1300080484.4615123,2500000000.0,1,,,,,,,282.0,2024-09-23
298,Matr1x Fire,FIRE,$1.90,0.75%,4.08%,47.66%,,,"67,978,482 FIRE",166893916.0,,1,,,,,,,1068.0,2024-09-23
304,WAX,WAXP,$0.03569,1.12%,0.04%,19.99%,,,"3,499,508,001 WAXP",4254545634.5141153,,1,,,,,134.0,162.0,246.0,2024-09-23
326,Vulcan Forged (PYR),PYR,$2.87,1.18%,3.66%,16.86%,,,"38,800,744 PYR",50000000.0,50000000.0,1,,,,,,,351.0,2024-09-23
327,Zentry,ZENT,$0.01904,0.37%,0.65%,15.80%,,,"5,859,178,794 ZENT",9706992814.355925,10000000000.0,1,,,,,,,,2024-09-23
330,Oasys,OAS,$0.03839,0.95%,0.03%,1.99%,,,"2,853,863,542 OAS",10000000000.0,10000000000.0,1,,,,,,,355.0,2024-09-23
332,Nakamoto Games,NAKA,$1.21,0.48%,13.85%,58.21%,,,"90,463,652 NAKA",180000000.0,180000000.0,1,,,,,,,352.0,2024-09-23
354,Mines of Dalarnia,DAR,$0.1632,0.51%,2.75%,13.70%,,,"616,074,813 DAR",800000000.0,800000000.0,1,,,,,,,467.0,2024-09-23
355,Reef,REEF,$0.004718,1.08%,18.75%,104.06%,,,"22,821,409,581 REEF",22821409581.0,,1,,,,,,351.0,610.0,2024-09-23
361,Treasure,MAGIC,$0.3634,0.79%,1.94%,15.67%,,,"266,904,732 MAGIC",347714007.0,347714007.0,1,,,,,,,274.0,2024-09-23
378,BORA,BORA,$0.09239,0.64%,0.65%,9.66%,,,"998,397,752 BORA",1205750000.0,,1,,,,,192.0,384.0,315.0,2024-09-23
382,Fusionist,ACE,$2.41,0.05%,2.53%,17.51%,,,"37,356,687 ACE",146307870.0,147000000.0,1,,,,,,,378.0,2024-09-23
387,Portal,PORTAL,$0.3095,0.91%,4.89%,25.85%,,,"285,616,705 PORTAL",286573289.5784552,1000000000.0,1,,,,,,2750.0,310.0,2024-09-23
409,Seedify.fund,SFUND,$1.32,0.50%,5.41%,23.89%,,,"62,109,652 SFUND",100000000.0,100000000.0,1,,,,,,,307.0,2024-09-23
418,BakeryToken,BAKE,$0.2695,0.10%,1.36%,13.29%,,,"289,770,512 BAKE",289770511.79138726,,1,,,,,,1067.0,508.0,2024-09-23
433,MyNeighborAlice,ALICE,$1.10,0.83%,1.91%,19.49%,,,"67,913,333 ALICE",100000000.0,,1,,,,,,,463.0,2024-09-23
439,Hashflow,HFT,$0.1607,0.47%,1.29%,17.73%,,,"449,609,100 HFT",1000000000.0,,1,,,,,,,386.0,2024-09-23
444,XPLA,XPLA,$0.1049,0.08%,0.49%,4.60%,,,"681,409,412 XPLA",1999927314.1594,2000000000.0,1,,,,,,,471.0,2024-09-23
460,Wilder World,WILD,$0.2595,0.74%,0.40%,13.59%,,,"260,658,800 WILD",500000000.0,500000000.0,1,,,,,,,251.0,2024-09-23
471,Undeads Games,UDS,$1.42,0.01%,2.49%,1.17%,,,"45,664,869 UDS",250000000.0,250000000.0,1,,,,,,,,2024-09-23
478,Myria,MYRIA,$0.002753,1.36%,9.97%,29.29%,,,"22,710,480,813 MYRIA",50000000000.0,50000000000.0,1,,,,,,,400.0,2024-09-23
486,RACA,RACA,$0.0001642,0.01%,0.20%,15.62%,,,"373,653,438,437 RACA",423611671769.9708,500000000000.0,1,,,,,,,454.0,2024-09-23
493,MOBOX,MBOX,$0.1525,0.81%,0.20%,12.79%,,,"393,258,524 MBOX",549713350.0,550322467.0,1,,,,,,,446.0,2024-09-23
496,Gods Unchained,GODS,$0.188,0.37%,1.41%,2.42%,,,"317,361,112 GODS",500000000.0,500000000.0,1,,,,,,,541.0,2024-09-23
499,KARRAT,KARRAT,$0.5028,3.33%,12.15%,94.51%,,,"116,385,624 KARRAT",1000000000.0,1000000000.0,1,,,,,,,,2024-09-23
508,Aavegotchi,GHST,$1.08,0.18%,16.86%,37.25%,,,"52,747,801 GHST",52747802.71425598,,1,,,,,,642.0,411.0,2024-09-23
514,MARBLEX,MBX,$0.3956,0.38%,0.63%,9.64%,,,"140,187,189 MBX",322002898.0,,1,,,,,,,459.0,2024-09-23
524,GamerCoin,GHX,$0.08087,0.63%,9.04%,10.22%,,,"649,965,123 GHX",808000000.0,,1,,,,,,,423.0,2024-09-23
532,Sweat Economy,SWEAT,$0.0071,0.80%,0.05%,4.37%,,,"7,188,383,379 SWEAT",21366105436.185,21867346500.41,1,,,,,,,549.0,2024-09-23
535,Heroes of Mavia,MAVIA,$1.54,0.80%,5.28%,31.66%,,,"33,062,882 MAVIA",250000000.0,256989887.032251,1,,,,,,,422.0,2024-09-23
538,Alien Worlds,TLM,$0.0109,0.57%,1.45%,10.32%,,,"4,626,927,097 TLM",6483436740.2402,10000000000.0,1,,,,,,,518.0,2024-09-23
543,Games for a Living,GFAL,$0.01604,0.02%,13.31%,45.27%,,,"3,092,197,646 GFAL",10000000000.0,10000000000.0,1,,,,,,,576.0,2024-09-23
553,Ethernity Chain,ERN,$2.15,0.70%,0.32%,12.07%,,,"22,130,699 ERN",30000000.0,30000000.0,1,,,,,,,,2024-09-23
558,Pirate Nation,PIRATE,$0.1939,1.07%,0.89%,16.37%,,,"237,813,528 PIRATE",1000000000.0,1000000000.0,1,,,,,,,,2024-09-23
582,Ultiverse,ULTI,$0.01909,1.30%,4.29%,5.22%,,,"2,240,000,000 ULTI",10000000000.0,10000000000.0,1,,,,,,,,2024-09-23
594,Star Atlas DAO,POLIS,$0.1573,0.03%,0.83%,5.95%,,,"262,062,982 POLIS",360000000.0,,1,,,,,,,509.0,2024-09-23
595,Matr1x,MAX,$0.3142,1.16%,0.59%,3.83%,,,"130,520,000 MAX",800000000.0,800000000.0,1,,,,,,,,2024-09-23
604,League of Kingdoms Arena,LOKA,$0.2251,0.58%,0.04%,15.42%,,,"177,523,904 LOKA",213712474.7829091,500000000.0,1,,,,,,,642.0,2024-09-23
617,FUNToken,FUN,$0.003461,0.30%,1.57%,7.80%,,,"10,843,201,660 FUN",10843201660.398026,,1,,,,,,,562.0,2024-09-23
620,Star Atlas,ATLAS,$0.002196,0.25%,0.13%,15.92%,,,"16,929,395,602 ATLAS",36000000000.0,,1,,,,,,,500.0,2024-09-23
626,Biswap,BSW,$0.07109,1.00%,3.47%,8.08%,,,"509,954,391 BSW",637972370.0,700000000.0,1,,,,,,,705.0,2024-09-23
653,Ultra,UOS,$0.08696,0.02%,8.26%,3.79%,,,"384,741,464 UOS",1000000000.0,,1,,,,,236.0,200.0,543.0,2024-09-23
656,Voxies,VOXEL,$0.1688,0.94%,0.54%,14.21%,,,"195,243,255 VOXEL",300000000.0,300000000.0,1,,,,,,,648.0,2024-09-23
657,GameFi.org,GAFI,$3.02,0.83%,6.75%,12.27%,,,"10,945,063 GAFI",14954970.323,,1,,,,,,,474.0,2024-09-23
671,COMBO,COMBO,$0.441,0.46%,0.32%,18.57%,,,"71,051,748 COMBO",71051748.0,,1,,,,,,,608.0,2024-09-23
676,Zukiverse,ZUKI,$0.8348,0.03%,2.11%,14.56%,,,"36,819,022 ZUKI",100000000.0,100000000.0,1,,,,,,,,2024-09-23
680,PlayDapp,PDA,$0.05019,0.20%,1.56%,16.24%,,,"601,810,482 PDA",700000000.0,,1,,,,,,2368.0,615.0,2024-09-23
700,Moon Tropica,CAH,$12.70,1.66%,24.38%,39.85%,,,"2,236,269 CAH",3500000.0,3500000.0,1,,,,,,,545.0,2024-09-23
702,DEAPcoin,DEP,$0.001046,0.63%,0.99%,0.65%,,,"26,978,413,910 DEP",29892900001.328957,,1,,,,,2310.0,813.0,650.0,2024-09-23
717,GameStop,GME,$0.00386,1.70%,1.28%,21.77%,,,"6,885,214,218 GME",6885214218.0,,1,,,,,,,,2024-09-23
724,BurgerCities,BURGER,$0.4476,0.67%,6.62%,21.03%,,,"56,894,126 BURGER",57269128.08932509,63000000.0,1,,,,,,,782.0,2024-09-23
